ID,Region,Gender,Degree,Marital,Religion,Happy,Income,Politics,GunLaw,OwnGun,SpendMilitary,SpendEduc,SpendEnv,SpendCity,Pres16,Age
1270,Middle Atlantic,Female,Junior College,Never Married,Christian,NA,Average,Liberal,Legal,NA,NA,NA,Too Little,About Right,Obama,35
1271,Middle Atlantic,Female,Junior College,Divorced,Catholic,NA,Average,Conservative,NA,NA,Too Much,Too Little,Too Little,Too Little,Romney,77
1272,Middle Atlantic,Male,High School,Separated,Catholic,NA,Below Average,Conservative,Legal,Disagree,NA,NA,Too Little,Too Little,NA,57
1273,Middle Atlantic,Male,High School,Never Married,Protestant,NA,Average,Moderate,Legal,Disagree,Too Much,Too Little,Too Little,Too Little,NA,26
1274,Middle Atlantic,Male,High School,Divorced,None,NA,Average,Moderate,Legal,Agree,NA,NA,Too Little,Too Little,Obama,56
1275,Middle Atlantic,Male,Bachelor,Never Married,None,NA,Average,Slightly Liberal,NA,Disagree,About Right,Too Little,Too Little,NA,Obama,24
1276,Middle Atlantic,Female,Lt High School,Never Married,Protestant,NA,Below Average,Liberal,Legal,NA,About Right,Too Little,Too Little,Too Little,NA,56
1277,Foreign,Female,Lt High School,Widowed,Protestant,NA,Below Average,NA,NA,Agree,NA,NA,Too Much,About Right,NA,39
1278,South Atlantic,Female,Graduate,Married,Protestant,Very Happy,Above Average,Liberal,Legal,NA,About Right,Too Little,Too Little,Too Little,Obama,30
1279,Middle Atlantic,Female,Bachelor,Never Married,None,NA,Above Average,Extremely Liberal,Legal,Strongly Disagree,NA,NA,Too Little,Too Little,NA,26
1280,Middle Atlantic,Female,High School,Never Married,None,NA,Below Average,Conservative,NA,Agree,About Right,NA,About Right,Too Little,NA,31
1281,Middle Atlantic,Female,Bachelor,Married,None,Very Happy,Below Average,Moderate,Legal,Disagree,NA,NA,Too Little,About Right,Obama,36
1282,Middle Atlantic,Male,Junior College,Married,Catholic,Very Happy,Far Below Average,Extrmly Conservative,Not Legal,NA,Too Much,NA,Too Much,Too Much,Romney,69
1283,Foreign,Female,Bachelor,Married,None,Very Happy,Average,Moderate,NA,Strongly Disagree,Too Much,Too Much,Too Little,Too Little,NA,39
1284,E. Sou. Central,Male,High School,Married,Protestant,Very Happy,Far Below Average,Slghtly Conservative,Legal,Strongly Disagree,Too Much,Too Little,Too Little,About Right,Romney,53
1285,Middle Atlantic,Male,High School,Separated,None,NA,Far Below Average,Conservative,NA,Agree,Too Much,Too Little,Too Little,NA,Romney,55
1286,Middle Atlantic,Female,High School,Divorced,Catholic,NA,Average,Moderate,Not Legal,NA,NA,Too Little,NA,Too Little,NA,50
1287,Middle Atlantic,Male,Graduate,Married,Jewish,Very Happy,Above Average,Liberal,Legal,Disagree,About Right,Too Little,Too Little,About Right,Obama,31
1288,Middle Atlantic,Female,Bachelor,Never Married,Catholic,NA,Average,Moderate,Not Legal,NA,NA,NA,About Right,About Right,Romney,70
1289,Middle Atlantic,Female,Junior College,Divorced,Protestant,NA,Average,Liberal,Legal,Disagree,NA,NA,Too Little,Too Little,Obama,68
1290,Middle Atlantic,Male,High School,Married,None,Pretty Happy,NA,Slightly Liberal,Legal,Disagree,NA,NA,NA,Too Little,Obama,73
1291,Middle Atlantic,Female,Graduate,Never Married,None,NA,Average,Liberal,Legal,NA,About Right,Too Little,Too Little,Too Little,Obama,60
1292,Middle Atlantic,Male,High School,Never Married,None,NA,Average,Slghtly Conservative,Legal,Disagree,NA,NA,Too Much,Too Little,Didn'T Vote For President,30
1293,Middle Atlantic,Female,High School,Married,Catholic,Pretty Happy,Above Average,Moderate,Legal,Disagree,NA,NA,Too Little,Too Little,Obama,60
1294,Middle Atlantic,Male,High School,Divorced,None,NA,Below Average,Slightly Liberal,Legal,Disagree,NA,NA,About Right,Too Little,Obama,61
1295,Middle Atlantic,Female,Lt High School,Widowed,Protestant,NA,Below Average,NA,Not Legal,Strongly Disagree,Too Little,NA,NA,Too Little,NA,69
1296,Middle Atlantic,Male,High School,Never Married,None,NA,Below Average,NA,NA,NA,Too Much,About Right,Too Little,About Right,NA,41
1297,Middle Atlantic,Male,Junior College,Never Married,Protestant,NA,Below Average,Moderate,Legal,NA,NA,NA,Too Little,Too Little,Obama,64
1298,Middle Atlantic,Female,High School,Widowed,Catholic,NA,Below Average,Moderate,Legal,NA,About Right,Too Little,Too Little,Too Little,Obama,63
1299,Middle Atlantic,Male,Lt High School,Never Married,None,NA,Average,Conservative,Not Legal,Disagree,About Right,Too Little,Too Little,About Right,NA,22
1300,Foreign,Female,Lt High School,Separated,Moslem/Islam,NA,Average,Conservative,Not Legal,NA,NA,NA,Too Little,About Right,Romney,33
1301,Middle Atlantic,Male,Bachelor,Never Married,Catholic,NA,Above Average,Slightly Liberal,Not Legal,Disagree,NA,NA,Too Little,About Right,Obama,56
1302,Middle Atlantic,Female,Junior College,Married,None,Pretty Happy,Average,Liberal,NA,NA,NA,NA,Too Little,Too Little,Obama,30
1303,South Atlantic,Female,Junior College,Widowed,Protestant,NA,Below Average,Slghtly Conservative,Legal,NA,NA,Too Little,About Right,Too Little,Obama,89 OR OLDER
1304,Middle Atlantic,Female,Bachelor,Divorced,Protestant,NA,Above Average,Moderate,Not Legal,Agree,About Right,NA,About Right,About Right,Romney,61
1305,Middle Atlantic,Male,High School,Divorced,Protestant,NA,Average,Moderate,Legal,Disagree,Too Much,Too Little,Too Little,Too Little,NA,55
1306,Middle Atlantic,Female,Graduate,Never Married,None,NA,Above Average,Liberal,NA,NA,Too Little,Too Little,Too Little,Too Little,Obama,67
1307,W. Nor. Central,Female,High School,Married,None,Very Happy,Below Average,Moderate,Legal,NA,NA,NA,About Right,Too Little,Obama,61
1308,Middle Atlantic,Male,High School,Widowed,Catholic,NA,Average,Moderate,Legal,NA,Too Much,Too Little,Too Little,About Right,Obama,69
1309,Middle Atlantic,Male,Bachelor,Never Married,None,NA,Above Average,Extremely Liberal,Legal,Strongly Disagree,Too Little,Too Little,Too Little,Too Little,Obama,30
1310,Middle Atlantic,Male,High School,Married,Protestant,Very Happy,Above Average,Conservative,Not Legal,NA,NA,NA,Too Little,About Right,Romney,70
1311,Foreign,Male,High School,Divorced,Protestant,NA,Average,Extremely Liberal,NA,Agree,NA,NA,Too Little,Too Little,NA,41
1312,Middle Atlantic,Female,Lt High School,Never Married,None,NA,Average,Extrmly Conservative,NA,Strongly Agree,Too Little,Too Little,About Right,About Right,Obama,67
1313,Middle Atlantic,Male,High School,Divorced,Protestant,NA,Below Average,Moderate,Not Legal,NA,Too Much,Too Little,About Right,Too Much,Obama,62
1314,Foreign,Female,High School,Divorced,Protestant,NA,Above Average,Moderate,NA,Strongly Disagree,Too Little,About Right,About Right,Too Little,Obama,36
1315,Middle Atlantic,Female,Junior College,Married,Protestant,Very Happy,Average,Moderate,Not Legal,Disagree,NA,NA,About Right,About Right,Romney,51
1316,Middle Atlantic,Female,Bachelor,Married,Protestant,Pretty Happy,Far Below Average,Slghtly Conservative,NA,Disagree,Too Much,About Right,Too Little,About Right,NA,65
1317,South Atlantic,Male,High School,Divorced,Protestant,NA,Far Below Average,Moderate,Legal,Disagree,NA,NA,Too Little,Too Little,Obama,63
1318,Middle Atlantic,Male,Bachelor,Never Married,Protestant,NA,Average,Moderate,Legal,Agree,NA,NA,About Right,Too Little,NA,23
1319,Middle Atlantic,Female,High School,Widowed,Protestant,NA,Average,Slightly Liberal,Not Legal,NA,NA,NA,Too Much,About Right,Obama,89 OR OLDER
1320,E. Nor. Central,Female,Junior College,Married,Protestant,Pretty Happy,Below Average,Moderate,NA,Agree,Too Much,Too Little,Too Little,Too Little,Romney,47
1321,Middle Atlantic,Female,High School,Widowed,Protestant,NA,Average,Conservative,Legal,NA,NA,NA,About Right,About Right,Romney,75
1322,Middle Atlantic,Male,High School,Married,Protestant,Very Happy,Above Average,Conservative,Not Legal,Disagree,Too Little,Too Little,Too Little,Too Little,NA,24
1323,South Atlantic,Male,High School,Married,None,Pretty Happy,Average,Conservative,NA,NA,Too Much,Too Little,Too Little,About Right,Romney,42
1324,South Atlantic,Female,High School,Never Married,Protestant,NA,Average,NA,Not Legal,NA,Too Little,About Right,NA,About Right,NA,29
1325,South Atlantic,Female,Junior College,Never Married,Protestant,NA,Average,Moderate,Legal,Agree,NA,NA,Too Little,About Right,NA,26
1326,South Atlantic,Female,Lt High School,Widowed,Protestant,NA,Below Average,Slghtly Conservative,NA,NA,Too Much,Too Little,Too Much,NA,NA,89 OR OLDER
1327,South Atlantic,Female,High School,Married,Protestant,Very Happy,Below Average,Moderate,NA,NA,NA,NA,About Right,Too Little,Obama,76
1328,South Atlantic,Female,High School,Married,Catholic,Pretty Happy,Average,Extremely Liberal,Legal,Disagree,NA,NA,Too Little,About Right,NA,36
1329,South Atlantic,Female,High School,Married,Protestant,Very Happy,Average,Slghtly Conservative,NA,NA,NA,NA,Too Little,About Right,Romney,77
1330,South Atlantic,Male,High School,Married,None,Very Happy,Average,Conservative,Not Legal,Strongly Disagree,NA,NA,About Right,About Right,Romney,32
1331,South Atlantic,Male,High School,Divorced,Protestant,NA,Average,Moderate,NA,NA,NA,NA,NA,NA,NA,72
1332,Foreign,Female,Bachelor,Married,None,Pretty Happy,Below Average,Extremely Liberal,Legal,Agree,NA,NA,About Right,Too Little,NA,39
1333,South Atlantic,Female,High School,Married,Protestant,Pretty Happy,Average,Conservative,NA,NA,NA,NA,About Right,Too Much,Romney,71
1334,Pacific,Male,Graduate,Divorced,None,NA,Below Average,Extrmly Conservative,Legal,Disagree,Too Much,Too Much,About Right,Too Little,NA,31
1335,South Atlantic,Male,Graduate,Married,Protestant,Pretty Happy,Above Average,Slightly Liberal,Legal,NA,About Right,Too Little,Too Little,About Right,Obama,69
1336,Foreign,Male,Lt High School,Married,Protestant,Very Happy,Far Below Average,NA,Not Legal,Strongly Agree,NA,Too Much,Too Much,Too Much,NA,35
1337,Middle Atlantic,Male,Graduate,Married,Protestant,Very Happy,Above Average,Slghtly Conservative,Not Legal,NA,Too Much,Too Much,About Right,Too Much,Romney,80
1338,New England,Male,Bachelor,Divorced,Protestant,NA,Average,Moderate,NA,Strongly Agree,About Right,Too Little,Too Little,Too Much,Obama,49
1339,South Atlantic,Male,High School,Married,Protestant,Very Happy,Average,Moderate,Not Legal,Disagree,Too Much,Too Little,Too Little,Too Little,NA,42
1340,Foreign,Female,Lt High School,Married,Catholic,Very Happy,Far Below Average,Conservative,NA,NA,NA,NA,About Right,About Right,NA,36
1341,South Atlantic,Male,High School,Married,Protestant,Very Happy,Below Average,NA,Legal,NA,Too Much,Too Little,Too Little,Too Little,NA,71
1342,South Atlantic,Male,Lt High School,Never Married,None,NA,Far Below Average,Conservative,Legal,NA,NA,NA,Too Little,Too Little,NA,64
1343,South Atlantic,Male,Junior College,Divorced,None,NA,Average,Slightly Liberal,NA,Disagree,Too Much,About Right,About Right,About Right,Romney,57
1344,South Atlantic,Female,High School,Married,None,Very Happy,Average,Slghtly Conservative,Not Legal,NA,NA,NA,About Right,Too Little,NA,24
1345,South Atlantic,Female,High School,Divorced,Catholic,NA,Average,Slightly Liberal,NA,Disagree,NA,NA,About Right,Too Little,NA,47
1346,South Atlantic,Male,High School,Never Married,None,NA,Average,Slightly Liberal,Not Legal,Disagree,About Right,About Right,About Right,Too Little,NA,23
1347,South Atlantic,Male,Junior College,Divorced,None,NA,Below Average,Moderate,NA,Disagree,Too Much,Too Little,Too Little,Too Little,Obama,46
1348,South Atlantic,Male,Lt High School,Divorced,Christian,NA,Average,Extremely Liberal,Not Legal,Strongly Agree,Too Little,Too Much,About Right,About Right,NA,57
1349,South Atlantic,Female,Graduate,Married,Catholic,Very Happy,Average,Moderate,Not Legal,Disagree,NA,NA,Too Little,Too Little,Obama,50
1350,South Atlantic,Female,High School,Never Married,Protestant,NA,Below Average,Slightly Liberal,Legal,NA,NA,NA,Too Little,Too Little,Obama,34
1351,South Atlantic,Male,High School,Never Married,Protestant,NA,Above Average,Moderate,Legal,NA,NA,NA,About Right,NA,NA,20
1352,South Atlantic,Female,High School,Married,Protestant,Very Happy,Average,Moderate,NA,Disagree,NA,NA,About Right,About Right,NA,49
1353,South Atlantic,Female,High School,Never Married,None,NA,Far Below Average,Liberal,Legal,NA,NA,NA,Too Little,Too Little,Obama,30
1354,South Atlantic,Male,High School,Married,Protestant,Very Happy,Average,Moderate,NA,Strongly Agree,Too Much,About Right,About Right,Too Little,Obama,29
1355,South Atlantic,Female,High School,Divorced,Protestant,NA,Below Average,NA,Legal,Disagree,NA,Too Little,NA,Too Little,Obama,61
1356,Foreign,Female,Graduate,Never Married,Hinduism,NA,Far Below Average,Moderate,NA,NA,NA,NA,Too Little,Too Little,NA,29
1357,South Atlantic,Male,High School,Never Married,None,NA,Above Average,Extremely Liberal,Legal,NA,About Right,Too Little,Too Little,Too Little,NA,21
1358,South Atlantic,Male,High School,Never Married,None,NA,Average,Slghtly Conservative,Not Legal,NA,About Right,NA,Too Little,NA,Romney,24
1359,South Atlantic,Female,Graduate,Married,Protestant,Very Happy,Below Average,Liberal,NA,NA,NA,NA,Too Little,NA,Obama,34
1360,South Atlantic,Female,High School,Never Married,None,NA,Below Average,Slightly Liberal,Legal,Strongly Agree,NA,NA,Too Little,Too Little,Obama,25
1361,South Atlantic,Male,High School,Never Married,Catholic,NA,Above Average,Slghtly Conservative,NA,NA,Too Much,About Right,About Right,About Right,NA,21
1362,South Atlantic,Male,High School,Never Married,None,NA,Above Average,Slghtly Conservative,Legal,NA,NA,NA,About Right,Too Little,NA,22
1363,South Atlantic,Male,High School,Never Married,Protestant,NA,Below Average,Extremely Liberal,NA,NA,NA,NA,Too Little,Too Little,NA,38
1364,New England,Male,High School,Married,Protestant,Pretty Happy,Average,Moderate,Legal,NA,About Right,Too Little,Too Little,Too Little,Romney,70
1365,South Atlantic,Female,High School,Married,Protestant,Very Happy,Far Below Average,Moderate,Legal,NA,NA,NA,Too Little,Too Little,Obama,33
1366,New England,Female,Lt High School,Married,Catholic,Very Happy,Far Below Average,Moderate,NA,NA,NA,NA,Too Little,Too Little,NA,75
1367,South Atlantic,Male,High School,Married,Protestant,Pretty Happy,Average,Slghtly Conservative,Legal,NA,Too Much,About Right,About Right,Too Little,Romney,56
1368,South Atlantic,Male,Bachelor,Married,Protestant,Pretty Happy,Average,Liberal,Legal,NA,NA,NA,Too Little,About Right,Obama,68
1369,South Atlantic,Female,High School,Married,None,Very Happy,Below Average,Moderate,NA,Disagree,Too Much,Too Little,Too Little,Too Little,NA,39
1370,South Atlantic,Female,High School,Married,Protestant,Pretty Happy,Average,Conservative,Not Legal,Disagree,NA,NA,Too Much,Too Much,NA,54
1371,E. Nor. Central,Male,High School,Married,None,Pretty Happy,Far Below Average,Slghtly Conservative,NA,Strongly Agree,Too Much,Too Little,Too Much,Too Little,NA,60
1372,South Atlantic,Male,High School,Married,Protestant,Pretty Happy,Above Average,Extrmly Conservative,NA,Agree,Too Much,About Right,Too Little,Too Little,Romney,60
1373,South Atlantic,Male,Graduate,Married,Protestant,Pretty Happy,Above Average,Slghtly Conservative,Legal,Disagree,NA,NA,Too Much,Too Little,Romney,36
1374,South Atlantic,Female,High School,Married,Protestant,Pretty Happy,Below Average,Slghtly Conservative,NA,Disagree,NA,NA,NA,About Right,NA,31
1375,South Atlantic,Female,Bachelor,Married,Protestant,Very Happy,Below Average,Moderate,NA,Disagree,NA,NA,NA,NA,Obama,41
1376,South Atlantic,Female,High School,Divorced,NA,NA,Average,Moderate,Legal,Strongly Agree,NA,NA,Too Little,Too Little,Obama,29
1377,New England,Female,Bachelor,Married,None,Very Happy,Average,Conservative,Legal,Disagree,NA,NA,About Right,NA,Romney,38
1378,South Atlantic,Female,High School,Divorced,Christian,NA,Below Average,Moderate,NA,Disagree,Too Much,Too Much,Too Little,About Right,Obama,42
1379,South Atlantic,Female,High School,Divorced,Protestant,NA,Average,Slghtly Conservative,NA,NA,NA,NA,About Right,Too Little,Obama,69
1380,South Atlantic,Female,Graduate,Married,Protestant,Very Happy,Average,Moderate,NA,Strongly Agree,NA,NA,About Right,About Right,Obama,29
1381,Foreign,Male,Lt High School,Married,Catholic,Pretty Happy,Average,Liberal,Not Legal,NA,Too Little,About Right,About Right,Too Much,NA,33
1382,Pacific,Male,High School,Married,None,Very Happy,Below Average,Moderate,NA,Disagree,Too Little,Too Little,Too Little,Too Little,Obama,27
1383,South Atlantic,Male,Junior College,Married,Other,Pretty Happy,Average,Moderate,Not Legal,Agree,NA,NA,Too Little,Too Little,Obama,42
1384,South Atlantic,Male,Bachelor,Married,Protestant,Very Happy,Above Average,Conservative,Not Legal,Disagree,Too Much,Too Little,Too Little,About Right,Romney,57
1385,South Atlantic,Female,Bachelor,Divorced,Protestant,NA,Above Average,Extremely Liberal,Legal,Disagree,Too Little,Too Little,Too Little,About Right,Obama,41
1386,W. Sou. Central,Female,Bachelor,Divorced,Protestant,NA,Average,Slightly Liberal,Legal,NA,About Right,Too Little,Too Little,Too Little,Obama,70
1387,South Atlantic,Male,Lt High School,Married,NA,Very Happy,Below Average,Conservative,NA,Agree,Too Much,Too Little,Too Much,Too Little,NA,31
1388,South Atlantic,Female,Junior College,Married,Protestant,Very Happy,Below Average,Extrmly Conservative,Not Legal,NA,NA,NA,About Right,About Right,Romney,68
1389,South Atlantic,Female,Graduate,Married,Protestant,Not Too Happy,Below Average,Moderate,NA,Strongly Agree,NA,NA,NA,About Right,Obama,38
1390,South Atlantic,Male,High School,Never Married,Protestant,NA,Average,Moderate,NA,NA,About Right,Too Little,Too Little,Too Little,Obama,57
1391,Pacific,Male,Junior College,Married,Protestant,Pretty Happy,Below Average,Moderate,Legal,Agree,NA,NA,Too Little,NA,NA,38
